(s,b,c) : belief state id
75,[0.793312 0.206688],14 : 13857
76,[0.793312 0.206688],14 : 13858
77,[0.793312 0.206688],14 : 13859
75,[0.754334 0.245666],18 : 13860
76,[0.754334 0.245666],18 : 13861
77,[0.754334 0.245666],18 : 13862
68,[0.754334 0.245666],13 : 13863
58,[0.793312 0.206688],14 : 13864
59,[0.793312 0.206688],14 : 13865
69,[0.793312 0.206688],14 : 13866
78,[0.793312 0.206688],14 : 13867
79,[0.793312 0.206688],14 : 13868
77,[0.938849 0.0611513],18 : 13869
76,[0.754334 0.245666],13 : 13870
85,[0.793312 0.206688],14 : 13871
86,[0.793312 0.206688],14 : 13872
87,[0.793312 0.206688],14 : 13873
77,[0.754334 0.245666],13 : 13874
78,[0.754334 0.245666],13 : 13875
76,[0.924712 0.0752882],17 : 13876
68,[0.710687 0.289313],12 : 13877
59,[0.754334 0.245666],13 : 13878
48,[0.705491 0.294509],14 : 13879
58,[0.836538 0.163462],14 : 13880
59,[0.736382 0.263618],14 : 13881
68,[0.836538 0.163462],14 : 13882
69,[0.836538 0.163462],14 : 13883
68,[0.938849 0.0611513],18 : 13884
67,[0.754334 0.245666],13 : 13885
68,[0.793312 0.206688],14 : 13886
76,[0.938849 0.0611513],18 : 13887
69,[0.754334 0.245666],13 : 13888
69,[0.691259 0.308741],14 : 13889
78,[0.938849 0.0611513],18 : 13890
79,[0.754334 0.245666],13 : 13891
77,[0.924712 0.0752882],17 : 13892
66,[0.495608 0.504392],16 : 13893
67,[0.495608 0.504392],16 : 13894
68,[0.495608 0.504392],16 : 13895
58,[0.854978 0.145022],11 : 13896
59,[0.816768 0.183232],11 : 13897
57,[0.541095 0.458905],15 : 13898
48,[0.67658 0.32342],16 : 13899
58,[0.746691 0.253309],16 : 13900
66,[0.32944 0.67056],16 : 13901
67,[0.746691 0.253309],16 : 13902
68,[0.746691 0.253309],16 : 13903
66,[0.541095 0.458905],20 : 13904
67,[0.541095 0.458905],20 : 13905
68,[0.541095 0.458905],20 : 13906
58,[0.541095 0.458905],15 : 13907
68,[0.854978 0.145022],16 : 13908
69,[0.816768 0.183232],16 : 13909
69,[0.541095 0.458905],20 : 13910
59,[0.541095 0.458905],15 : 13911
48,[0.47913 0.52087],16 : 13912
58,[0.662751 0.337249],16 : 13913
59,[0.517527 0.482473],16 : 13914
68,[0.662751 0.337249],16 : 13915
69,[0.662751 0.337249],16 : 13916
68,[0.854978 0.145022],20 : 13917
58,[0.715827 0.284173],10 : 13918
67,[0.677331 0.322669],11 : 13919
56,[0.724058 0.275942],12 : 13920
45,[0.754334 0.245666],13 : 13921
54,[0.719007 0.280993],14 : 13922
55,[0.938849 0.0611513],14 : 13923
56,[0.920687 0.079313],14 : 13924
54,[0.754334 0.245666],18 : 13925
55,[0.754334 0.245666],18 : 13926
56,[0.754334 0.245666],18 : 13927
55,[0.867722 0.132278],13 : 13928
65,[0.867722 0.132278],13 : 13929
66,[0.867722 0.132278],13 : 13930
67,[0.832212 0.167788],13 : 13931
65,[0.724058 0.275942],17 : 13932
66,[0.724058 0.275942],17 : 13933
57,[0.724058 0.275942],12 : 13934
48,[0.823177 0.176823],13 : 13935
58,[0.867722 0.132278],13 : 13936
66,[0.522288 0.477712],13 : 13937
75,[0.522288 0.477712],18 : 13938
76,[0.522288 0.477712],18 : 13939
77,[0.522288 0.477712],18 : 13940
67,[0.867722 0.132278],13 : 13941
66,[0.724058 0.275942],12 : 13942
56,[0.766351 0.233649],13 : 13943
45,[0.793312 0.206688],14 : 13944
66,[0.891302 0.108698],14 : 13945
67,[0.861109 0.138891],14 : 13946
75,[0.724058 0.275942],17 : 13947
76,[0.724058 0.275942],17 : 13948
77,[0.724058 0.275942],17 : 13949
76,[0.724058 0.275942],12 : 13950
85,[0.766351 0.233649],13 : 13951
96,[0.803918 0.196082],14 : 13952
86,[0.766351 0.233649],13 : 13953
97,[0.803918 0.196082],14 : 13954
87,[0.766351 0.233649],13 : 13955
77,[0.724058 0.275942],12 : 13956
78,[0.724058 0.275942],12 : 13957
76,[0.913012 0.0869884],16 : 13958
68,[0.926443 0.0735568],11 : 13959
69,[0.90497 0.0950299],11 : 13960
67,[0.715827 0.284173],15 : 13961
56,[0.758963 0.241037],16 : 13962
66,[0.758963 0.241037],16 : 13963
76,[0.758963 0.241037],16 : 13964
76,[0.926443 0.0735568],20 : 13965
59,[0.578938 0.421062],10 : 13966
48,[0.517527 0.482473],11 : 13967
57,[0.471983 0.528017],12 : 13968
48,[0.613289 0.386711],13 : 13969
57,[0.569261 0.430739],14 : 13970
58,[0.888012 0.111988],14 : 13971
59,[0.857051 0.142949],14 : 13972
57,[0.613289 0.386711],18 : 13973
58,[0.613289 0.386711],18 : 13974
59,[0.613289 0.386711],18 : 13975
58,[0.690852 0.309148],13 : 13976
67,[0.650624 0.349376],14 : 13977
68,[0.917854 0.0821458],14 : 13978
69,[0.89416 0.10584],14 : 13979
67,[0.690852 0.309148],18 : 13980
68,[0.690852 0.309148],18 : 13981
69,[0.690852 0.309148],18 : 13982
66,[0.271376 0.728624],13 : 13983
55,[0.317668 0.682332],14 : 13984
56,[0.317668 0.682332],14 : 13985
57,[0.317668 0.682332],14 : 13986
65,[0.317668 0.682332],14 : 13987
67,[0.317668 0.682332],14 : 13988
75,[0.317668 0.682332],14 : 13989
76,[0.317668 0.682332],14 : 13990
77,[0.317668 0.682332],14 : 13991
75,[0.271376 0.728624],18 : 13992
76,[0.271376 0.728624],18 : 13993
77,[0.271376 0.728624],18 : 13994
67,[0.690852 0.309148],13 : 13995
56,[0.736382 0.263618],14 : 13996
57,[0.736382 0.263618],14 : 13997
58,[0.736382 0.263618],14 : 13998
66,[0.736382 0.263618],14 : 13999
68,[0.736382 0.263618],14 : 14000
76,[0.736382 0.263618],14 : 14001
77,[0.736382 0.263618],14 : 14002
78,[0.736382 0.263618],14 : 14003
76,[0.917854 0.0821458],18 : 14004
68,[0.690852 0.309148],13 : 14005
67,[0.736382 0.263618],14 : 14006
69,[0.736382 0.263618],14 : 14007
79,[0.736382 0.263618],14 : 14008
77,[0.917854 0.0821458],18 : 14009
66,[0.471983 0.528017],17 : 14010
67,[0.471983 0.528017],17 : 14011
68,[0.471983 0.528017],17 : 14012
58,[0.842848 0.157152],12 : 14013
59,[0.802182 0.197818],12 : 14014
57,[0.517527 0.482473],16 : 14015
58,[0.517527 0.482473],16 : 14016
58,[0.696194 0.303806],11 : 14017
67,[0.656316 0.343684],12 : 14018
56,[0.704759 0.295241],13 : 14019
45,[0.736382 0.263618],14 : 14020
55,[0.85648 0.14352],14 : 14021
65,[0.85648 0.14352],14 : 14022
66,[0.85648 0.14352],14 : 14023
67,[0.818582 0.181418],14 : 14024
65,[0.704759 0.295241],18 : 14025
66,[0.704759 0.295241],18 : 14026
57,[0.704759 0.295241],13 : 14027
48,[0.808982 0.191018],14 : 14028
58,[0.85648 0.14352],14 : 14029
66,[0.498649 0.501351],14 : 14030
67,[0.85648 0.14352],14 : 14031
68,[0.85648 0.14352],14 : 14032
66,[0.704759 0.295241],13 : 14033
55,[0.748985 0.251015],14 : 14034
56,[0.748985 0.251015],14 : 14035
65,[0.748985 0.251015],14 : 14036
75,[0.748985 0.251015],14 : 14037
76,[0.748985 0.251015],14 : 14038
75,[0.704759 0.295241],18 : 14039
76,[0.704759 0.295241],18 : 14040
77,[0.704759 0.295241],18 : 14041
76,[0.704759 0.295241],13 : 14042
66,[0.748985 0.251015],14 : 14043
85,[0.748985 0.251015],14 : 14044
86,[0.748985 0.251015],14 : 14045
87,[0.748985 0.251015],14 : 14046
77,[0.704759 0.295241],13 : 14047
78,[0.704759 0.295241],13 : 14048
76,[0.905197 0.0948025],17 : 14049
68,[0.91973 0.0802704],12 : 14050
69,[0.896516 0.103484],12 : 14051
67,[0.696194 0.303806],16 : 14052
59,[0.555717 0.444283],11 : 14053
48,[0.49388 0.50612],12 : 14054
57,[0.448483 0.551517],13 : 14055
48,[0.590624 0.409376],14 : 14056
58,[0.670288 0.329712],14 : 14057
66,[0.253077 0.746923],14 : 14058
67,[0.670288 0.329712],14 : 14059
68,[0.670288 0.329712],14 : 14060
66,[0.448483 0.551517],18 : 14061
67,[0.448483 0.551517],18 : 14062
68,[0.448483 0.551517],18 : 14063
58,[0.829906 0.170094],13 : 14064
59,[0.786738 0.213262],13 : 14065
48,[0.742135 0.257865],14 : 14066
58,[0.860109 0.139891],14 : 14067
59,[0.770433 0.229567],14 : 14068
68,[0.860109 0.139891],14 : 14069
69,[0.860109 0.139891],14 : 14070
68,[0.948574 0.0514263],18 : 14071
57,[0.49388 0.50612],17 : 14072
58,[0.49388 0.50612],17 : 14073
59,[0.49388 0.50612],17 : 14074
58,[0.675819 0.324181],12 : 14075
67,[0.63467 0.36533],13 : 14076
56,[0.684698 0.315302],14 : 14077
57,[0.684698 0.315302],14 : 14078
66,[0.684698 0.315302],14 : 14079
76,[0.684698 0.315302],14 : 14080
77,[0.684698 0.315302],14 : 14081
78,[0.684698 0.315302],14 : 14082
76,[0.896761 0.103239],18 : 14083
68,[0.912461 0.0875388],13 : 14084
69,[0.887402 0.112598],13 : 14085
67,[0.675819 0.324181],17 : 14086
68,[0.675819 0.324181],17 : 14087
69,[0.675819 0.324181],17 : 14088
59,[0.532251 0.467749],12 : 14089
48,[0.470261 0.529739],13 : 14090
57,[0.425211 0.574789],14 : 14091
58,[0.81613 0.18387],14 : 14092
57,[0.470261 0.529739],18 : 14093
58,[0.470261 0.529739],18 : 14094
59,[0.470261 0.529739],18 : 14095
58,[0.654755 0.345245],13 : 14096
67,[0.612465 0.387535],14 : 14097
68,[0.904603 0.0953972],14 : 14098
69,[0.877596 0.122404],14 : 14099
67,[0.654755 0.345245],18 : 14100
68,[0.654755 0.345245],18 : 14101
69,[0.654755 0.345245],18 : 14102
59,[0.508641 0.491359],13 : 14103
48,[0.446774 0.553226],14 : 14104
58,[0.633066 0.366934],14 : 14105
59,[0.484992 0.515008],14 : 14106
68,[0.633066 0.366934],14 : 14107
69,[0.633066 0.366934],14 : 14108
68,[0.838079 0.161921],18 : 14109
68,[0.654755 0.345245],13 : 14110
57,[0.703319 0.296681],14 : 14111
58,[0.703319 0.296681],14 : 14112
59,[0.703319 0.296681],14 : 14113
67,[0.703319 0.296681],14 : 14114
69,[0.703319 0.296681],14 : 14115
77,[0.703319 0.296681],14 : 14116
78,[0.703319 0.296681],14 : 14117
79,[0.703319 0.296681],14 : 14118
77,[0.904603 0.0953972],18 : 14119
69,[0.654755 0.345245],13 : 14120
68,[0.703319 0.296681],14 : 14121
69,[0.580337 0.419663],14 : 14122
78,[0.904603 0.0953972],18 : 14123
68,[0.850512 0.149488],17 : 14124
68,[0.675819 0.324181],12 : 14125
57,[0.722675 0.277325],13 : 14126
48,[0.822169 0.177831],14 : 14127
58,[0.866927 0.133073],14 : 14128
66,[0.520563 0.479437],14 : 14129
67,[0.866927 0.133073],14 : 14130
68,[0.866927 0.133073],14 : 14131
66,[0.722675 0.277325],18 : 14132
67,[0.722675 0.277325],18 : 14133
68,[0.722675 0.277325],18 : 14134
58,[0.722675 0.277325],13 : 14135
67,[0.684698 0.315302],14 : 14136
68,[0.928721 0.071279],14 : 14137
69,[0.907847 0.0921533],14 : 14138
69,[0.722675 0.277325],18 : 14139
59,[0.722675 0.277325],13 : 14140
48,[0.670288 0.329712],14 : 14141
58,[0.812844 0.187156],14 : 14142
68,[0.812844 0.187156],14 : 14143
69,[0.812844 0.187156],14 : 14144
68,[0.928721 0.071279],18 : 14145
67,[0.722675 0.277325],13 : 14146
56,[0.765112 0.234888],14 : 14147
57,[0.765112 0.234888],14 : 14148
58,[0.765112 0.234888],14 : 14149
66,[0.765112 0.234888],14 : 14150
68,[0.765112 0.234888],14 : 14151
76,[0.765112 0.234888],14 : 14152
77,[0.765112 0.234888],14 : 14153
78,[0.765112 0.234888],14 : 14154
76,[0.928721 0.071279],18 : 14155
69,[0.722675 0.277325],13 : 14156
59,[0.765112 0.234888],14 : 14157
69,[0.655186 0.344814],14 : 14158
79,[0.765112 0.234888],14 : 14159
78,[0.928721 0.071279],18 : 14160
77,[0.722675 0.277325],13 : 14161
78,[0.722675 0.277325],13 : 14162
79,[0.722675 0.277325],13 : 14163
77,[0.912461 0.0875388],17 : 14164
69,[0.675819 0.324181],12 : 14165
68,[0.722675 0.277325],13 : 14166
67,[0.765112 0.234888],14 : 14167
69,[0.765112 0.234888],14 : 14168
77,[0.928721 0.071279],18 : 14169
69,[0.603189 0.396811],13 : 14170
58,[0.655186 0.344814],14 : 14171
59,[0.655186 0.344814],14 : 14172
68,[0.655186 0.344814],14 : 14173
69,[0.525707 0.474293],14 : 14174
78,[0.655186 0.344814],14 : 14175
79,[0.655186 0.344814],14 : 14176
78,[0.883727 0.116273],18 : 14177
78,[0.912461 0.0875388],17 : 14178
68,[0.862147 0.137853],16 : 14179
68,[0.696194 0.303806],11 : 14180
57,[0.741233 0.258767],12 : 14181
48,[0.835584 0.164416],13 : 14182
58,[0.877469 0.122531],13 : 14183
66,[0.544114 0.455886],13 : 14184
55,[0.598702 0.401298],14 : 14185
56,[0.598702 0.401298],14 : 14186
57,[0.598702 0.401298],14 : 14187
65,[0.598702 0.401298],14 : 14188
67,[0.598702 0.401298],14 : 14189
75,[0.598702 0.401298],14 : 14190
76,[0.598702 0.401298],14 : 14191
77,[0.598702 0.401298],14 : 14192
75,[0.544114 0.455886],18 : 14193
76,[0.544114 0.455886],18 : 14194
77,[0.544114 0.455886],18 : 14195
67,[0.877469 0.122531],13 : 14196
68,[0.877469 0.122531],13 : 14197
66,[0.741233 0.258767],17 : 14198
67,[0.741233 0.258767],17 : 14199
68,[0.741233 0.258767],17 : 14200
58,[0.741233 0.258767],12 : 14201
67,[0.704759 0.295241],13 : 14202
76,[0.922692 0.0773078],18 : 14203
68,[0.934736 0.0652641],13 : 14204
69,[0.915463 0.0845372],13 : 14205
69,[0.741233 0.258767],17 : 14206
59,[0.741233 0.258767],12 : 14207
48,[0.690852 0.309148],13 : 14208
57,[0.650624 0.349376],14 : 14209
58,[0.917854 0.0821458],14 : 14210
59,[0.89416 0.10584],14 : 14211
57,[0.690852 0.309148],18 : 14212
58,[0.690852 0.309148],18 : 14213
59,[0.690852 0.309148],18 : 14214
58,[0.826813 0.173187],13 : 14215
68,[0.826813 0.173187],13 : 14216
69,[0.826813 0.173187],13 : 14217
68,[0.934736 0.0652641],17 : 14218
67,[0.741233 0.258767],12 : 14219
56,[0.781688 0.218312],13 : 14220
45,[0.807324 0.192676],14 : 14221
55,[0.899512 0.100488],14 : 14222
65,[0.899512 0.100488],14 : 14223
66,[0.899512 0.100488],14 : 14224
67,[0.87127 0.12873],14 : 14225
65,[0.781688 0.218312],18 : 14226
66,[0.781688 0.218312],18 : 14227
67,[0.781688 0.218312],18 : 14228
57,[0.781688 0.218312],13 : 14229
48,[0.863995 0.136005],14 : 14230
58,[0.899512 0.100488],14 : 14231
66,[0.598702 0.401298],14 : 14232
67,[0.899512 0.100488],14 : 14233
68,[0.899512 0.100488],14 : 14234
68,[0.781688 0.218312],18 : 14235
58,[0.781688 0.218312],13 : 14236
68,[0.947098 0.0529018],14 : 14237
69,[0.931207 0.0687929],14 : 14238
69,[0.781688 0.218312],18 : 14239
66,[0.781688 0.218312],13 : 14240
55,[0.817376 0.182624],14 : 14241
56,[0.817376 0.182624],14 : 14242
57,[0.817376 0.182624],14 : 14243
65,[0.817376 0.182624],14 : 14244
67,[0.817376 0.182624],14 : 14245
75,[0.817376 0.182624],14 : 14246
76,[0.817376 0.182624],14 : 14247
77,[0.817376 0.182624],14 : 14248
75,[0.781688 0.218312],18 : 14249
76,[0.781688 0.218312],18 : 14250
77,[0.781688 0.218312],18 : 14251
68,[0.781688 0.218312],13 : 14252
58,[0.817376 0.182624],14 : 14253
59,[0.817376 0.182624],14 : 14254
69,[0.817376 0.182624],14 : 14255
78,[0.817376 0.182624],14 : 14256
79,[0.817376 0.182624],14 : 14257
77,[0.947098 0.0529018],18 : 14258
76,[0.781688 0.218312],13 : 14259
66,[0.817376 0.182624],14 : 14260
85,[0.817376 0.182624],14 : 14261
86,[0.817376 0.182624],14 : 14262
87,[0.817376 0.182624],14 : 14263
77,[0.781688 0.218312],13 : 14264
78,[0.781688 0.218312],13 : 14265
76,[0.934736 0.0652641],17 : 14266
69,[0.741233 0.258767],12 : 14267
59,[0.781688 0.218312],13 : 14268
48,[0.736382 0.263618],14 : 14269
69,[0.85648 0.14352],14 : 14270
68,[0.947098 0.0529018],18 : 14271
69,[0.676237 0.323763],13 : 14272
58,[0.723057 0.276943],14 : 14273
59,[0.723057 0.276943],14 : 14274
68,[0.723057 0.276943],14 : 14275
69,[0.603646 0.396354],14 : 14276
78,[0.723057 0.276943],14 : 14277
79,[0.723057 0.276943],14 : 14278
78,[0.912613 0.0873867],18 : 14279
79,[0.781688 0.218312],13 : 14280
78,[0.934736 0.0652641],17 : 14281
77,[0.741233 0.258767],12 : 14282
78,[0.741233 0.258767],12 : 14283
79,[0.741233 0.258767],12 : 14284
77,[0.91973 0.0802704],16 : 14285
69,[0.696194 0.303806],11 : 14286
68,[0.741233 0.258767],12 : 14287
67,[0.781688 0.218312],13 : 14288
68,[0.817376 0.182624],14 : 14289
76,[0.947098 0.0529018],18 : 14290
69,[0.781688 0.218312],13 : 14291
69,[0.723057 0.276943],14 : 14292
78,[0.947098 0.0529018],18 : 14293
77,[0.934736 0.0652641],17 : 14294
69,[0.6256 0.3744],12 : 14295
58,[0.676237 0.323763],13 : 14296
67,[0.635112 0.364888],14 : 14297
68,[0.912613 0.0873867],14 : 14298
69,[0.887593 0.112407],14 : 14299
67,[0.676237 0.323763],18 : 14300
68,[0.676237 0.323763],18 : 14301
69,[0.676237 0.323763],18 : 14302
59,[0.676237 0.323763],13 : 14303
48,[0.619695 0.380305],14 : 14304
58,[0.776842 0.223158],14 : 14305
68,[0.776842 0.223158],14 : 14306
69,[0.776842 0.223158],14 : 14307
68,[0.912613 0.0873867],18 : 14308
68,[0.676237 0.323763],13 : 14309
57,[0.723057 0.276943],14 : 14310
67,[0.723057 0.276943],14 : 14311
77,[0.723057 0.276943],14 : 14312
77,[0.912613 0.0873867],18 : 14313
69,[0.549224 0.450776],13 : 14314
58,[0.603646 0.396354],14 : 14315
59,[0.603646 0.396354],14 : 14316
68,[0.603646 0.396354],14 : 14317
69,[0.470455 0.529545],14 : 14318
78,[0.603646 0.396354],14 : 14319
79,[0.603646 0.396354],14 : 14320
78,[0.858996 0.141004],18 : 14321
78,[0.676237 0.323763],13 : 14322
79,[0.676237 0.323763],13 : 14323
78,[0.893102 0.106898],17 : 14324
78,[0.91973 0.0802704],16 : 14325
68,[0.873012 0.126988],15 : 14326
68,[0.715827 0.284173],10 : 14327
57,[0.758963 0.241037],11 : 14328
48,[0.848173 0.151827],12 : 14329
58,[0.887284 0.112716],12 : 14330
67,[0.887284 0.112716],12 : 14331
58,[0.758963 0.241037],11 : 14332
67,[0.724058 0.275942],12 : 14333
76,[0.929177 0.0708229],17 : 14334
68,[0.940276 0.0597241],12 : 14335
69,[0.922503 0.0774969],12 : 14336
59,[0.758963 0.241037],11 : 14337
48,[0.710687 0.289313],12 : 14338
57,[0.671814 0.328186],13 : 14339
48,[0.784104 0.215896],14 : 14340
66,[0.460316 0.539684],14 : 14341
67,[0.836538 0.163462],14 : 14342
66,[0.671814 0.328186],18 : 14343
67,[0.671814 0.328186],18 : 14344
68,[0.671814 0.328186],18 : 14345
58,[0.924712 0.0752882],13 : 14346
59,[0.902786 0.0972137],13 : 14347
57,[0.710687 0.289313],17 : 14348
58,[0.710687 0.289313],17 : 14349
59,[0.710687 0.289313],17 : 14350
58,[0.839946 0.160054],12 : 14351
68,[0.839946 0.160054],12 : 14352
69,[0.839946 0.160054],12 : 14353
68,[0.940276 0.0597241],16 : 14354
67,[0.758963 0.241037],11 : 14355
56,[0.797403 0.202597],12 : 14356
45,[0.821615 0.178385],13 : 14357
55,[0.907747 0.0922527],13 : 14358
66,[0.907747 0.0922527],13 : 14359
67,[0.881514 0.118486],13 : 14360
57,[0.797403 0.202597],12 : 14361
48,[0.874735 0.125265],13 : 14362
58,[0.907747 0.0922527],13 : 14363
67,[0.907747 0.0922527],13 : 14364
76,[0.797403 0.202597],12 : 14365
85,[0.831078 0.168922],13 : 14366
86,[0.831078 0.168922],13 : 14367
87,[0.831078 0.168922],13 : 14368
77,[0.797403 0.202597],12 : 14369
78,[0.797403 0.202597],12 : 14370
76,[0.940276 0.0597241],16 : 14371
69,[0.758963 0.241037],11 : 14372
59,[0.797403 0.202597],12 : 14373
48,[0.754334 0.245666],13 : 14374
58,[0.938849 0.0611513],14 : 14375
59,[0.920687 0.079313],14 : 14376
57,[0.754334 0.245666],18 : 14377
58,[0.754334 0.245666],18 : 14378
59,[0.754334 0.245666],18 : 14379
69,[0.867722 0.132278],13 : 14380
68,[0.951643 0.0483569],17 : 14381
69,[0.696598 0.303402],12 : 14382
58,[0.741598 0.258402],13 : 14383
68,[0.934852 0.0651479],14 : 14384
69,[0.91561 0.0843898],14 : 14385
67,[0.741598 0.258402],18 : 14386
68,[0.741598 0.258402],18 : 14387
69,[0.741598 0.258402],18 : 14388
59,[0.741598 0.258402],13 : 14389
48,[0.691259 0.308741],14 : 14390
58,[0.827086 0.172914],14 : 14391
68,[0.827086 0.172914],14 : 14392
69,[0.827086 0.172914],14 : 14393
68,[0.934852 0.0651479],18 : 14394
68,[0.741598 0.258402],13 : 14395
57,[0.782013 0.217987],14 : 14396
59,[0.782013 0.217987],14 : 14397
69,[0.782013 0.217987],14 : 14398
77,[0.782013 0.217987],14 : 14399
78,[0.782013 0.217987],14 : 14400
79,[0.782013 0.217987],14 : 14401
77,[0.934852 0.0651479],18 : 14402
69,[0.626047 0.373953],13 : 14403
58,[0.676654 0.323346],14 : 14404
59,[0.676654 0.323346],14 : 14405
68,[0.676654 0.323346],14 : 14406
69,[0.549696 0.450304],14 : 14407
78,[0.676654 0.323346],14 : 14408
79,[0.676654 0.323346],14 : 14409
78,[0.893284 0.106716],18 : 14410
78,[0.741598 0.258402],13 : 14411
79,[0.741598 0.258402],13 : 14412
78,[0.91987 0.0801298],17 : 14413
79,[0.797403 0.202597],12 : 14414
78,[0.940276 0.0597241],16 : 14415
77,[0.758963 0.241037],11 : 14416
78,[0.758963 0.241037],11 : 14417
79,[0.758963 0.241037],11 : 14418
77,[0.926443 0.0735568],15 : 14419
69,[0.715827 0.284173],10 : 14420
68,[0.758963 0.241037],11 : 14421
69,[0.797403 0.202597],12 : 14422
69,[0.741598 0.258402],13 : 14423
69,[0.676654 0.323346],14 : 14424
78,[0.934852 0.0651479],18 : 14425
78,[0.951643 0.0483569],17 : 14426
77,[0.940276 0.0597241],16 : 14427
69,[0.647485 0.352515],11 : 14428
58,[0.696598 0.303402],12 : 14429
67,[0.656746 0.343254],13 : 14430
56,[0.705155 0.294845],14 : 14431
66,[0.705155 0.294845],14 : 14432
76,[0.705155 0.294845],14 : 14433
76,[0.905361 0.094639],18 : 14434
68,[0.91987 0.0801298],13 : 14435
69,[0.896692 0.103308],13 : 14436
67,[0.696598 0.303402],17 : 14437
68,[0.696598 0.303402],17 : 14438
69,[0.696598 0.303402],17 : 14439
59,[0.696598 0.303402],12 : 14440
48,[0.641727 0.358273],13 : 14441
57,[0.598819 0.401181],14 : 14442
58,[0.899556 0.100444],14 : 14443
59,[0.871325 0.128675],14 : 14444
57,[0.641727 0.358273],18 : 14445
58,[0.641727 0.358273],18 : 14446
59,[0.641727 0.358273],18 : 14447
58,[0.792814 0.207186],13 : 14448
67,[0.761269 0.238731],14 : 14449
68,[0.95033 0.0496699],14 : 14450
69,[0.935344 0.0646564],14 : 14451
67,[0.792814 0.207186],18 : 14452
68,[0.792814 0.207186],18 : 14453
69,[0.792814 0.207186],18 : 14454
68,[0.792814 0.207186],13 : 14455
57,[0.827086 0.172914],14 : 14456
59,[0.827086 0.172914],14 : 14457
67,[0.827086 0.172914],14 : 14458
77,[0.827086 0.172914],14 : 14459
78,[0.827086 0.172914],14 : 14460
79,[0.827086 0.172914],14 : 14461
77,[0.95033 0.0496699],18 : 14462
69,[0.792814 0.207186],13 : 14463
69,[0.736163 0.263837],14 : 14464
78,[0.95033 0.0496699],18 : 14465
68,[0.91987 0.0801298],17 : 14466
68,[0.696598 0.303402],12 : 14467
57,[0.741598 0.258402],13 : 14468
48,[0.835846 0.164154],14 : 14469
58,[0.877674 0.122326],14 : 14470
67,[0.877674 0.122326],14 : 14471
66,[0.741598 0.258402],18 : 14472
67,[0.741598 0.258402],13 : 14473
56,[0.782013 0.217987],14 : 14474
66,[0.782013 0.217987],14 : 14475
76,[0.782013 0.217987],14 : 14476
76,[0.934852 0.0651479],18 : 14477
77,[0.741598 0.258402],13 : 14478
77,[0.91987 0.0801298],17 : 14479
69,[0.572523 0.427477],12 : 14480
58,[0.626047 0.373953],13 : 14481
67,[0.582483 0.417517],14 : 14482
68,[0.893284 0.106716],14 : 14483
69,[0.863556 0.136444],14 : 14484
67,[0.626047 0.373953],18 : 14485
68,[0.626047 0.373953],18 : 14486
69,[0.626047 0.373953],18 : 14487
59,[0.626047 0.373953],13 : 14488
